,Make,Model,Style,Fuel_type,Transmission
15329,Ford,Rare,Coupe,Petrol,0
15330,Nissan,Qashqai,Crossover,Diesel,0
15331,Renault,Megane,Universal,Diesel,0
15332,Renault,Grand Scenic,Minivan,Diesel,0
15333,Skoda,Octavia,Universal,Petrol,0
15334,Audi,A6,Universal,Diesel,1
15335,Volkswagen,Jetta,Sedan,Metan/Propan,0
15336,Honda,Accord,Sedan,Petrol,1
15337,Renault,Scenic,Universal,Diesel,0
15338,Skoda,Rare,Universal,Petrol,0
15339,Volkswagen,Passat CC,Sedan,Petrol,1
15340,UAZ,Rare,SUV,Petrol,0
15341,BMW,5 Series,Sedan,Diesel,0
15342,Opel,Astra,Universal,Diesel,0
15343,Volkswagen,Jetta,Sedan,Petrol,0
15344,Renault,Grand Scenic,Minivan,Petrol,0
15345,Dacia,Sandero,Hatchback,Petrol,0
15346,Vaz,Rare,Hatchback,Petrol,0
15347,Ford,Focus,Hatchback,Petrol,0
15348,Volkswagen,Touareg,Crossover,Diesel,1
15349,Audi,100,Sedan,Petrol,0
15350,Volkswagen,Passat,Universal,Metan/Propan,1
15351,Renault,Kangoo,Minivan,Petrol,0
15352,Dacia,Duster,Crossover,Diesel,0
15353,Nissan,Qashqai,Crossover,Petrol,0
15354,Audi,A4,Sedan,Petrol,1
15355,Opel,Zafira,Minivan,Metan/Propan,0
15356,Renault,Megane,Universal,Diesel,0
15357,Dacia,Duster,Crossover,Diesel,0
15358,Renault,Grand Scenic,Minivan,Diesel,0
15359,Opel,Astra,Universal,Petrol,0
15360,Opel,Rare,Sedan,Diesel,0
15361,Mercedes,E Class,Sedan,Diesel,1
15362,Toyota,Avensis,Universal,Diesel,0
15363,Mercedes,Rare,Sedan,Petrol,1
15364,Skoda,Rare,Universal,Petrol,0
15365,Skoda,Octavia,Hatchback,Diesel,0
15366,Volkswagen,Rare,Minivan,Diesel,0
15367,Toyota,Auris,Hatchback,Diesel,0
15368,Toyota,Corolla,Hatchback,Diesel,1
15369,Renault,Megane,Hatchback,Diesel,0
15370,Toyota,Camry,Sedan,Hybrid,1
15371,Vaz,2121niva,Minivan,Hybrid,1
15372,Volkswagen,Golf,Coupe,Metan/Propan,0
15373,Mercedes,Vito,Minivan,Diesel,0
15374,BMW,7 Series,Sedan,Diesel,1
15375,Opel,Astra,Hatchback,Petrol,0
15376,Opel,Astra,Hatchback,Petrol,0
15377,Skoda,Fabia,Combi,Diesel,0
15378,BMW,5 Series,Sedan,Diesel,1
15379,Toyota,Land Cruiser Prado,SUV,Diesel,0
15380,Audi,100,Universal,Metan/Propan,0
15381,Mercedes,E Class,Sedan,Diesel,1
15382,Mercedes,A Class,SUV,Diesel,0
15383,Volkswagen,Jetta,Sedan,Petrol,0
15384,KIA,Sorento,SUV,Diesel,1
15385,Moskvich / Izh,Altele,Cabriolet,Petrol,0
15386,Mercedes,Rare,SUV,Diesel,1
15387,Mercedes,Rare,Minivan,Diesel,0
15388,Opel,Zafira,Minivan,Diesel,0
15389,Toyota,Auris,Hatchback,Diesel,0
15390,Volkswagen,Caddy,Combi,Diesel,0
15391,Honda,Civic,Hatchback,Petrol,0
15392,Fiat,Rare,Sedan,Diesel,0
15393,Ford,Rare,Universal,Metan/Propan,0
15394,Skoda,Superb,Sedan,Petrol,0
15395,Volkswagen,Transporter,Minivan,Diesel,0
15396,Nissan,X-Trail,SUV,Petrol,0
15397,Lexus,RX Series,Crossover,Hybrid,1
15398,Honda,Civic,Hatchback,Petrol,0
15399,Toyota,Prius,Hatchback,Hybrid,1
15400,Renault,Grand Scenic,Minivan,Diesel,1
15401,Peugeot,307,Universal,Diesel,0
15402,Mercedes,M Class,SUV,Diesel,1
15403,Hyundai,Rare,Crossover,Diesel,1
15404,Hyundai,Santa FE,SUV,Diesel,1
15405,Hyundai,Rare,Sedan,Petrol,1
15406,KIA,Altele,Sedan,Petrol,1
15407,KIA,Sportage,Crossover,Diesel,1
15408,Hyundai,Rare,SUV,Petrol,1
15409,KIA,Sorento,SUV,Diesel,1
15410,Hyundai,Santa FE,SUV,Diesel,1
15411,Hyundai,Tucson,Crossover,Diesel,1
15412,KIA,Sportage,Crossover,Diesel,1
15413,Hyundai,Rare,Sedan,Diesel,1
15414,Hyundai,Rare,Sedan,Diesel,1
15415,Hyundai,Rare,SUV,Diesel,1
15416,KIA,Sorento,SUV,Diesel,1
15417,Ssangyong,Rare,Minivan,Diesel,1
15418,Hyundai,Rare,Crossover,Hybrid,1
15419,Hyundai,Santa FE,SUV,Diesel,1
15420,KIA,Rare,Minivan,Diesel,1
15421,KIA,Optima,Hatchback,Petrol,1
15422,KIA,Rare,Hatchback,Petrol,1
15423,Hyundai,Rare,Sedan,Petrol,1
15424,Hyundai,Sonata,Sedan,Diesel,1
15425,KIA,Rare,Minivan,Diesel,1
15426,KIA,Rare,Minivan,Diesel,1
15427,Hyundai,Altele,SUV,Diesel,1
15428,KIA,Rare,Minivan,Diesel,1
15429,Hyundai,Rare,Sedan,Hybrid,1
15430,Volkswagen,Passat,Universal,Diesel,0
15431,Renault,Megane,Universal,Diesel,0
15432,Dacia,Logan Mcv,Universal,Diesel,0
15433,Peugeot,Rare,Hatchback,Petrol,0
15434,Mercedes,E Class,Sedan,Metan/Propan,0
15435,Ford,Fiesta,Hatchback,Diesel,0
15436,Mitsubishi,Rare,Crossover,Diesel,0
15437,Nissan,Qashqai,Crossover,Diesel,0
15438,Opel,Rare,Hatchback,Petrol,0
15439,Audi,A6,Sedan,Diesel,0
15440,Chevrolet,Rare,Crossover,Diesel,0
15441,Mercedes,B Class,Hatchback,Diesel,1
15442,Alta marca,Rare,Universal,Petrol,0
15443,Audi,A5,Sedan,Petrol,0
15444,Skoda,Superb,Sedan,Diesel,0
15445,Lexus,Es Series,Sedan,Hybrid,1
15446,Mercedes,Rare,Crossover,Petrol,1
15447,Ford,Rare,Combi,Diesel,0
15448,Opel,Vectra,Universal,Petrol,0
15449,Skoda,Octavia,Universal,Petrol,0
15450,Peugeot,Rare,Crossover,Petrol,1
15451,BMW,5 Series,Sedan,Diesel,1
15452,BMW,X5,SUV,Diesel,1
15453,BMW,3 Series,Sedan,Diesel,0
15454,Vaz,Rare,Hatchback,Petrol,0
15455,Toyota,Avensis,Universal,Petrol,1
15456,Mercedes,C Class,Sedan,Metan/Propan,0
15457,Renault,Grand Scenic,Minivan,Diesel,1
15458,Jeep,Rare,Universal,Petrol,0
15459,Mercedes,S Class,Sedan,Petrol,1
15460,Toyota,Corolla,Universal,Diesel,0
15461,Toyota,Avalon,Sedan,Hybrid,1
15462,Skoda,Superb,Sedan,Diesel,0
15463,Opel,Rare,Minivan,Diesel,0
15464,Renault,Grand Scenic,Minivan,Diesel,0
15465,Ford,Transit Connect,Minivan,Diesel,0
15466,Porsche,Cayenne,SUV,Diesel,1
15467,Audi,100,Sedan,Metan/Propan,0
15468,Audi,Q5,SUV,Petrol,1
15469,Volkswagen,Tiguan,Crossover,Petrol,1
15470,Audi,Rare,Coupe,Petrol,0
15471,Volkswagen,Touran,Minivan,Metan/Propan,1
15472,Opel,Astra,Hatchback,Petrol,0
15473,Ford,Rare,Minivan,Diesel,0
15474,KIA,Sportage,SUV,Diesel,0
15475,Ford,Fusion,Crossover,Diesel,0
15476,Peugeot,Altele,Coupe,Petrol,1
15477,Volkswagen,Passat,Sedan,Petrol,0
15478,Volkswagen,Passat,Sedan,Diesel,0
15479,Ford,Transit Connect,Minivan,Petrol,0
15480,Hyundai,Rare,Sedan,Petrol,1
15481,Toyota,Corolla,Sedan,Diesel,0
15482,Mazda,6,Sedan,Petrol,0
15483,Volkswagen,Golf,Hatchback,Diesel,1
15484,Mercedes,E Class,Sedan,Diesel,1
15485,Skoda,Rare,Microvan,Petrol,0
15486,Toyota,Urban Cruiser,Crossover,Petrol,0
15487,Skoda,Superb,Sedan,Petrol,0
15488,Mitsubishi,Rare,Universal,Metan/Propan,0
15489,Dacia,Rare,Hatchback,Diesel,0
15490,Vaz,2107,Sedan,Petrol,0
15491,BMW,5 Series,Sedan,Diesel,1
15492,Mercedes,E Class,Sedan,Metan/Propan,0
15493,Volkswagen,Sharan,Universal,Diesel,0
15494,Volkswagen,Golf,Hatchback,Petrol,0
15495,Mercedes,M Class,SUV,Diesel,1
15496,Lexus,RX Series,SUV,Hybrid,1
15497,Lexus,RX Series,Crossover,Hybrid,1
15498,BMW,5 Series,Sedan,Petrol,0
15499,Opel,Astra,Minivan,Diesel,0
15500,Opel,Vectra,Sedan,Petrol,0
15501,Volkswagen,Transporter,Microvan,Diesel,0
15502,Nissan,Rare,Sedan,Petrol,0
15503,BMW,X6,Crossover,Diesel,1
15504,Toyota,Corolla Verso,Minivan,Diesel,0
15505,Renault,Megane,Universal,Diesel,0
15506,Dacia,Logan,Sedan,Metan/Propan,0
15507,Lexus,RX Series,Crossover,Metan/Propan,1
15508,Opel,Vectra,Hatchback,Diesel,0
15509,Mercedes,E Class,Sedan,Diesel,1
15510,BMW,Rare,Minivan,Diesel,0
15511,Toyota,Rav 4,Crossover,Petrol,1
15512,Volkswagen,Jetta,Sedan,Hybrid,1
15513,Dacia,Logan,Sedan,Petrol,0
15514,Hyundai,Getz,Hatchback,Metan/Propan,0
15515,Volkswagen,Transporter,Microvan,Diesel,0
15516,Volkswagen,Golf,Hatchback,Petrol,0
15517,Opel,Rare,SUV,Diesel,1
15518,Audi,100,Sedan,Metan/Propan,0
15519,BMW,3 Series,Sedan,Petrol,0
15520,Renault,Grand Scenic,Universal,Diesel,0
15521,Chrysler,Rare,Minivan,Diesel,0
15522,Mercedes,GLE,Crossover,Diesel,1
15523,Opel,Astra,Minivan,Diesel,0
15524,Audi,A6,Universal,Diesel,1
15525,BMW,X3,Crossover,Petrol,1
15526,Mazda,6,Sedan,Diesel,0
15527,Audi,Rare,Universal,Diesel,1
15528,Volkswagen,Golf,Hatchback,Petrol,0
15529,Lexus,GS Series,Sedan,Petrol,1
15530,BMW,X6,SUV,Diesel,1
15531,Dacia,Logan Mcv,Universal,Diesel,0
15532,Mitsubishi,Rare,Coupe,Petrol,0
15533,Nissan,Qashqai,Hatchback,Diesel,0
15534,BMW,5 Series,Sedan,Diesel,1
15535,Mercedes,Rare,Minivan,Diesel,1
15536,Lexus,Rare,Crossover,Hybrid,1
15537,Peugeot,307,Universal,Petrol,1
15538,Porsche,Cayenne,Crossover,Petrol,1
15539,Toyota,Avensis,Sedan,Petrol,0
15540,Toyota,Corolla,Sedan,Diesel,0
15541,Renault,Rare,SUV,Diesel,0
15542,Nissan,Qashqai,SUV,Diesel,0
15543,Dacia,Duster,SUV,Diesel,0
15544,Mercedes,E Class,Sedan,Petrol,1
15545,Toyota,Rare,Universal,Diesel,0
15546,Rover,Rare,Sedan,Petrol,0
15547,Rover,Rare,Sedan,Diesel,0
15548,BMW,5 Series,Universal,Diesel,1
15549,Nissan,Primera,Sedan,Petrol,0
15550,Renault,Megane,Universal,Diesel,0
15551,Byd,Rare,Sedan,Petrol,0
15552,Volvo,XC60,SUV,Diesel,1
15553,Toyota,Rav 4,SUV,Petrol,1
15554,Volkswagen,Caddy,Combi,Diesel,0
15555,Hyundai,Santa FE,Crossover,Diesel,0
15556,Mercedes,E Class,Sedan,Diesel,1
15557,Skoda,Rapid,Hatchback,Diesel,0
15558,Volkswagen,Passat,Sedan,Petrol,0
15559,BMW,7 Series,Sedan,Diesel,1
15560,Mazda,6,Sedan,Petrol,0
15561,Audi,A4,Sedan,Petrol,1
15562,Audi,A4,Sedan,Petrol,1
15563,Ford,C-Max,Minivan,Petrol,0
15564,BMW,X5,SUV,Plug-in Hybrid,1
15565,Opel,Zafira,Minivan,Petrol,1
15566,Mercedes,C Class,Sedan,Petrol,1
15567,Volkswagen,Passat,Combi,Diesel,0
15568,Chevrolet,Rare,Hatchback,Plug-in Hybrid,1
15569,Mercedes,S Class,Sedan,Diesel,1
15570,BMW,3 Series,Sedan,Diesel,0
15571,Land Rover,Range Rover,SUV,Diesel,1
15572,Opel,Vectra,Sedan,Petrol,0
15573,Audi,A4,Sedan,Petrol,0
15574,Alfa Romeo,Rare,Sedan,Petrol,0
15575,Mercedes,Series (W124),Sedan,Metan/Propan,0
15576,Audi,Rare,SUV,Diesel,1
15577,KIA,Rare,Sedan,Petrol,0
15578,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
15579,Mercedes,E Class,Hatchback,Petrol,1
15580,Renault,Megane,Universal,Diesel,0
15581,Toyota,Prius,Hatchback,Hybrid,1
15582,Renault,Talisman,Sedan,Diesel,1
15583,Mercedes,E Class,Sedan,Diesel,0
15584,Mercedes,E Class,Sedan,Diesel,0
15585,Skoda,Fabia,Hatchback,Petrol,0
15586,Skoda,Fabia,Universal,Petrol,0
15587,Audi,A4,Universal,Diesel,0
15588,Volkswagen,Caddy,Minivan,Diesel,0
15589,Volkswagen,Rare,Minivan,Diesel,0
15590,Mercedes,Vito,Universal,Diesel,0
15591,Volkswagen,Golf,Hatchback,Petrol,0
15592,Toyota,Auris,Hatchback,Diesel,0
15593,Opel,Astra,Universal,Petrol,0
15594,Opel,Rare,Sedan,Petrol,0
15595,Honda,CR-V,SUV,Petrol,0
15596,Nissan,Qashqai,Crossover,Diesel,0
15597,Mini,Rare,Hatchback,Petrol,1
15598,Jeep,Rare,Crossover,Petrol,0
15599,Volkswagen,Touran,Minivan,Petrol,0
15600,Dacia,Duster,Crossover,Diesel,0
15601,Volkswagen,Rare,Sedan,Diesel,1
15602,Suzuki,Rare,Universal,Petrol,1
15603,Skoda,Altele,Hatchback,Diesel,0
15604,Dacia,Lodgy,Minivan,Metan/Propan,0
15605,Toyota,Corolla,Sedan,Diesel,0
15606,Nissan,Primera,Sedan,Petrol,0
15607,Dacia,Duster,SUV,Diesel,0
15608,Toyota,Corolla,Sedan,Diesel,0
15609,Audi,Q5,Crossover,Diesel,1
15610,Renault,Megane,Universal,Diesel,1
15611,Toyota,Corolla,Sedan,Diesel,0
15612,Volkswagen,Golf,Hatchback,Petrol,1
15613,Hyundai,Tucson,Crossover,Petrol,0
15614,Nissan,Qashqai,Hatchback,Diesel,0
15615,Volkswagen,Golf,Universal,Petrol,0
15616,Mitsubishi,Rare,Sedan,Petrol,1
15617,Toyota,Corolla,Hatchback,Diesel,1
15618,Mercedes,GLE,SUV,Diesel,1
15619,Mercedes,Altele,SUV,Diesel,1
15620,Volkswagen,Sharan,Universal,Petrol,1
15621,BMW,5 Series,Sedan,Petrol,0
15622,Seat,Rare,Sedan,Petrol,0
15623,Chevrolet,Rare,Cabriolet,Petrol,1
15624,Mercedes,E Class,Sedan,Diesel,1
15625,Lincoln,Rare,Sedan,Petrol,1
15626,Volkswagen,Passat,Sedan,Diesel,1
15627,BMW,5 Series,Sedan,Petrol,1
15628,Nissan,Micra,Hatchback,Petrol,1
15629,Volkswagen,Caddy,Minivan,Diesel,0
15630,Lexus,Rare,Sedan,Petrol,1
15631,Mini,Rare,Hatchback,Petrol,1
15632,Renault,Kadjar,Crossover,Diesel,1
15633,Toyota,Rare,Hatchback,Diesel,1
15634,Volkswagen,Polo,Hatchback,Petrol,1
15635,Mercedes,E Class,Coupe,Petrol,1
15636,BMW,Rare,Crossover,Diesel,1
15637,Mercedes,E Class,Sedan,Metan/Propan,0
15638,BMW,5 Series,Sedan,Diesel,1
15639,Skoda,Octavia,Universal,Petrol,0
15640,Ford,Rare,Hatchback,Petrol,0
15641,Opel,Astra,Universal,Petrol,0
15642,Mercedes,Rare,Sedan,Petrol,0
15643,Opel,Zafira,Microvan,Petrol,0
15644,Hyundai,ix35,SUV,Diesel,0
15645,Mercedes,E Class,Sedan,Diesel,1
15646,Skoda,Fabia,Hatchback,Petrol,0
15647,BMW,5 Series,Sedan,Metan/Propan,1
15648,Renault,Megane,Universal,Diesel,0
15649,Mercedes,M Class,SUV,Diesel,0
15650,Skoda,Superb,Sedan,Petrol,0
15651,Hyundai,Rare,Sedan,Petrol,1
15652,Mercedes,C Class,Sedan,Diesel,0
15653,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
15654,Mercedes,E Class,Sedan,Diesel,1
15655,Skoda,Superb,Hatchback,Diesel,1
15656,Toyota,Prius,Hatchback,Hybrid,1
15657,Audi,A4,Universal,Diesel,1
15658,Ford,C-Max,Minivan,Metan/Propan,0
15659,Toyota,Prius,Sedan,Hybrid,1
15660,BMW,5 Series,Sedan,Petrol,1
15661,Skoda,Octavia,Universal,Petrol,0
15662,Mercedes,C Class,Sedan,Diesel,1
15663,Subaru,Rare,Crossover,Metan/Propan,1
15664,Chevrolet,Rare,Minivan,Petrol,1
15665,BMW,5 Series,Sedan,Petrol,1
15666,BMW,5 Series,Sedan,Diesel,1
15667,Mercedes,A Class,Hatchback,Diesel,0
15668,Volkswagen,Golf,Sedan,Petrol,0
15669,Volkswagen,Touran,Minivan,Diesel,0
15670,BMW,3 Series,Sedan,Diesel,1
15671,Vaz,Rare,Universal,Metan/Propan,0
15672,BMW,7 Series,Sedan,Diesel,1
15673,Vaz,Rare,Hatchback,Petrol,0
15674,Mercedes,E Class,Sedan,Diesel,0
15675,Renault,Grand Scenic,Minivan,Diesel,0
15676,Nissan,Qashqai,Crossover,Petrol,1
15677,Mercedes,M Class,SUV,Diesel,0
15678,Toyota,Corolla Verso,Minivan,Diesel,0
15679,Dacia,Lodgy,Universal,Diesel,0
15680,Toyota,Land Cruiser Prado,SUV,Diesel,1
15681,Mercedes,E Class,Sedan,Petrol,1
15682,Dacia,Lodgy,Universal,Petrol,0
15683,Dacia,Logan,Sedan,Metan/Propan,0
15684,Volkswagen,Touareg,SUV,Diesel,1
15685,BMW,5 Series,Sedan,Diesel,1
15686,Mercedes,E Class,Sedan,Diesel,1
15687,Volkswagen,Golf,Universal,Diesel,0
15688,Renault,Talisman,Universal,Diesel,1
15689,Mercedes,E Class,Sedan,Diesel,1
15690,Mercedes,Vito,Minivan,Diesel,0
15691,Jeep,Rare,SUV,Diesel,1
15692,Volkswagen,Sharan,Minivan,Diesel,0
15693,Nissan,Almera,Hatchback,Metan/Propan,1
15694,Dacia,Logan,Sedan,Metan/Propan,0
15695,Toyota,Auris,Microvan,Petrol,0
15696,KIA,Rare,Sedan,Petrol,0
15697,Nissan,Juke,SUV,Petrol,0
15698,Mercedes,E Class,Sedan,Diesel,1
15699,Honda,Accord,Sedan,Petrol,1
15700,Volkswagen,Touran,Minivan,Diesel,0
15701,BMW,5 Series,Sedan,Diesel,1
15702,Vaz,Rare,Sedan,Petrol,0
15703,Honda,Rare,Hatchback,Hybrid,1
15704,BMW,Rare,SUV,Diesel,1
15705,Opel,Astra,Universal,Diesel,0
15706,Renault,Megane,Universal,Diesel,1
15707,Volkswagen,Golf,Universal,Petrol,0
15708,Renault,Megane,Sedan,Diesel,0
15709,Dacia,Logan,Sedan,Metan/Propan,0
15710,Toyota,Prius,Hatchback,Hybrid,1
15711,Mercedes,E Class,Sedan,Diesel,0
15712,Renault,Scenic,Hatchback,Diesel,0
15713,Chevrolet,Rare,Hatchback,Petrol,0
15714,Skoda,Superb,Sedan,Diesel,1
15715,Volkswagen,Jetta,Sedan,Petrol,1
15716,Volkswagen,Jetta,Sedan,Hybrid,1
15717,Mitsubishi,Rare,SUV,Diesel,0
15718,Mercedes,E Class,Universal,Diesel,1
15719,Toyota,Auris,Universal,Diesel,0
15720,Hyundai,Rare,Minivan,Metan/Propan,0
15721,Skoda,Octavia,Combi,Diesel,0
15722,BMW,5 Series,Sedan,Petrol,1
15723,Volkswagen,Polo,Hatchback,Diesel,0
15724,Volkswagen,Golf,Hatchback,Petrol,0
15725,Hyundai,Tucson,SUV,Petrol,1
15726,Skoda,Superb,Sedan,Diesel,1
15727,Audi,Q5,SUV,Petrol,1
15728,Toyota,Auris,Hatchback,Diesel,0
15729,Seat,Rare,Microvan,Petrol,0
15730,Porsche,Cayenne,SUV,Diesel,1
15731,Volkswagen,Golf,Hatchback,Petrol,0
15732,Volvo,Rare,Sedan,Petrol,0
15733,Hyundai,Rare,Sedan,Petrol,1
15734,KIA,Sportage,Crossover,Diesel,0
15735,Toyota,Auris,Hatchback,Diesel,0
15736,BMW,X5,SUV,Petrol,1
15737,Volkswagen,Touran,Minivan,Diesel,1
15738,Honda,Rare,Hatchback,Petrol,1
15739,Mitsubishi,Rare,Minivan,Diesel,0
15740,Citroen,Rare,Minivan,Petrol,0
15741,Mercedes,E Class,Sedan,Diesel,1
15742,Opel,Vectra,Hatchback,Metan/Propan,0
15743,Audi,A6,Sedan,Diesel,1
15744,Mitsubishi,Lancer,Hatchback,Petrol,0
15745,Chrysler,Altele,Sedan,Petrol,1
15746,Volkswagen,Touran,Minivan,Metan/Propan,1
15747,Toyota,Corolla,Hatchback,Diesel,0
15748,Volkswagen,Touran,Minivan,Metan/Propan,1
15749,Opel,Astra,Universal,Diesel,0
15750,Volvo,XC60,Crossover,Diesel,1
15751,Volkswagen,Golf,Hatchback,Petrol,0
15752,Toyota,Corolla,Hatchback,Diesel,0
15753,Audi,A6,Sedan,Petrol,0
15754,Peugeot,Rare,Hatchback,Petrol,0
15755,Nissan,Qashqai,Crossover,Diesel,0
15756,Peugeot,Rare,Crossover,Petrol,1
15757,Toyota,Auris,Hatchback,Petrol,0
15758,Honda,Accord,Sedan,Diesel,0
15759,Lexus,RX Series,SUV,Hybrid,1
15760,Honda,CR-V,Crossover,Diesel,0
15761,Mercedes,Vito,Universal,Diesel,1
15762,Volkswagen,Touran,Minivan,Diesel,1
15763,Audi,A4,Sedan,Diesel,0
15764,Audi,A6,Universal,Petrol,1
15765,Nissan,Qashqai,Crossover,Diesel,0
15766,Skoda,Rapid,Sedan,Diesel,0
15767,Renault,Megane,Universal,Diesel,0
15768,Renault,Megane,Hatchback,Diesel,0
15769,Skoda,Fabia,Universal,Diesel,0
15770,Renault,Scenic,Universal,Diesel,0
15771,KIA,Rio,Hatchback,Diesel,0
15772,Toyota,Corolla,Universal,Diesel,1
15773,Opel,Altele,Minivan,Diesel,0
15774,Volkswagen,Polo,Hatchback,Diesel,0
15775,Mercedes,Rare,Coupe,Diesel,0
15776,Skoda,Rare,Hatchback,Petrol,0
15777,Ford,Fusion,Hatchback,Diesel,0
15778,Mitsubishi,Rare,Coupe,Petrol,0
15779,Citroen,Rare,Minivan,Petrol,1
15780,Peugeot,307,Hatchback,Diesel,0
15781,Opel,Astra,Universal,Diesel,0
15782,Volkswagen,Touran,Minivan,Petrol,1
15783,Mercedes,E Class,Sedan,Diesel,1
15784,Toyota,Land Cruiser,SUV,Diesel,1
15785,Lexus,RX Series,SUV,Hybrid,1
15786,Mercedes,S Class,Sedan,Hybrid,1
15787,Hyundai,Santa FE,SUV,Diesel,1
15788,Cadillac,Altele,Sedan,Plug-in Hybrid,1
15789,Honda,CR-V,Universal,Petrol,0
15790,Volkswagen,Jetta,Sedan,Petrol,0
15791,Brilliance,Rare,Coupe,Metan/Propan,1
15792,Toyota,Land Cruiser Prado,SUV,Diesel,0
15793,Ford,Fusion,Sedan,Plug-in Hybrid,1
15794,Audi,A6,Sedan,Metan/Propan,1
15795,Seat,Rare,Minivan,Metan/Propan,0
15796,Skoda,Superb,Sedan,Diesel,0
15797,Mercedes,Vito,Minivan,Diesel,1
15798,Opel,Insignia,Sedan,Diesel,0
15799,Volkswagen,Transporter,Minivan,Metan/Propan,0
15800,Nissan,Rare,Minivan,Diesel,0
15801,Toyota,Corolla Verso,Minivan,Diesel,0
15802,BMW,3 Series,Universal,Diesel,1
15803,Volkswagen,Sharan,Minivan,Diesel,0
15804,Mercedes,B Class,Sedan,Diesel,1
15805,Toyota,Avensis,Sedan,Metan/Propan,0
15806,Volvo,XC60,Crossover,Diesel,1
15807,Mercedes,E Class,Sedan,Diesel,1
15808,Mercedes,Rare,SUV,Diesel,1
15809,Ford,Mondeo,Sedan,Petrol,0
15810,Volkswagen,Golf,Hatchback,Petrol,0
15811,Toyota,Corolla,Coupe,Diesel,1
15812,Mercedes,M Class,SUV,Petrol,1
15813,Toyota,Avensis,Sedan,Petrol,0
15814,BMW,5 Series,Sedan,Metan/Propan,0
15815,Mercedes,E Class,Sedan,Diesel,1
15816,Skoda,Superb,Sedan,Diesel,1
15817,Volkswagen,Golf,Hatchback,Petrol,0
15818,Volkswagen,Passat,Sedan,Metan/Propan,1
15819,Mercedes,A Class,Hatchback,Petrol,0
15820,Skoda,Superb,Hatchback,Diesel,1
15821,Mercedes,S Class,Sedan,Diesel,1
15822,BMW,X5,Crossover,Petrol,1
15823,Toyota,Auris,Universal,Diesel,0
15824,BMW,5 Series,Sedan,Metan/Propan,0
15825,Jaguar,Rare,Sedan,Petrol,1
15826,Toyota,Auris,Hatchback,Diesel,0
15827,Opel,Astra,Microvan,Petrol,0
15828,Toyota,Rav 4,Crossover,Diesel,1
15829,BMW,5 Series,Sedan,Diesel,1
15830,Dacia,Logan,Universal,Diesel,1
15831,Dacia,Logan,Sedan,Metan/Propan,0
15832,Opel,Astra,Universal,Petrol,0
15833,Volkswagen,Touran,Minivan,Diesel,0
15834,Ford,Focus,Universal,Diesel,0
15835,Mercedes,M Class,SUV,Diesel,1
15836,Suzuki,Rare,SUV,Petrol,0
15837,Renault,Grand Scenic,Minivan,Diesel,1
15838,BMW,5 Series,Sedan,Diesel,0
15839,Hyundai,Tucson,Crossover,Petrol,0
15840,Mercedes,Rare,Sedan,Petrol,1
15841,Vaz,2106,Sedan,Petrol,0
15842,Volkswagen,Touran,Minivan,Petrol,1
15843,Opel,Zafira,Microvan,Metan/Propan,0
15844,Lexus,Es Series,Sedan,Hybrid,1
15845,Volkswagen,Passat,Universal,Plug-in Hybrid,1
15846,Honda,Civic,Sedan,Hybrid,1
15847,Volkswagen,Golf,Hatchback,Petrol,0
15848,Mercedes,Vito,Minivan,Diesel,0
15849,Mazda,Rare,Crossover,Petrol,1
15850,Lexus,RX Series,SUV,Petrol,1
15851,Ford,Fiesta,Hatchback,Petrol,0
15852,Citroen,Rare,Hatchback,Diesel,1
15853,Skoda,Octavia,Universal,Petrol,1
15854,Dacia,Logan,Minivan,Diesel,0
15855,Ford,Rare,Minivan,Diesel,0
15856,Ford,Fusion,Hatchback,Petrol,1
15857,Nissan,Qashqai,Crossover,Diesel,1
15858,Volkswagen,Touareg,Crossover,Diesel,1
15859,Renault,Talisman,Sedan,Diesel,0
15860,Citroen,Rare,Minivan,Diesel,0
15861,Volkswagen,Golf,Minivan,Diesel,0
15862,Audi,A4,Universal,Metan/Propan,0
15863,Toyota,Land Cruiser,SUV,Petrol,1
15864,Volkswagen,Jetta,Sedan,Petrol,0
15865,Rover,Rare,Hatchback,Petrol,0
15866,Audi,Q7,SUV,Diesel,1
15867,Opel,Corsa,Hatchback,Petrol,0
15868,Mitsubishi,Rare,Minivan,Petrol,1
15869,Toyota,Auris,Hatchback,Diesel,0
15870,BMW,5 Series,Sedan,Diesel,1
15871,Hyundai,Santa FE,SUV,Diesel,0
15872,Audi,100,Sedan,Petrol,0
15873,Honda,CR-V,SUV,Petrol,0
15874,Skoda,Octavia,Universal,Petrol,1
15875,Volkswagen,Golf,Universal,Petrol,0
15876,BMW,5 Series,Sedan,Metan/Propan,1
15877,Rover,Rare,Sedan,Petrol,0
15878,Mercedes,E Class,Sedan,Diesel,1
15879,Mercedes,Rare,Coupe,Petrol,1
15880,Mitsubishi,Rare,SUV,Diesel,1
15881,Honda,CR-V,Crossover,Diesel,1
15882,Hyundai,Sonata,Sedan,Diesel,0
15883,Mitsubishi,Rare,Hatchback,Petrol,0
15884,BMW,X5,Crossover,Diesel,1
15885,Mercedes,E Class,Sedan,Diesel,1
15886,Volkswagen,Polo,Hatchback,Diesel,0
15887,BMW,5 Series,Sedan,Petrol,0
15888,BMW,5 Series,Sedan,Diesel,0
