,Year,Distance,Engine_capacity(cm3),Price(euro)
26176,2017,135000.0,2000.0,9799.0
26177,2005,230000.0,2500.0,11999.0
26178,2005,460000.0,1890.0,3599.0
26179,2000,407000.0,2500.0,5000.0
26180,2008,146000.0,2400.0,6000.0
26181,2010,155555.0,1400.0,7499.0
26182,2016,115000.0,1600.0,12499.0
26183,2008,155000.0,2000.0,7500.0
26184,2012,175000.0,1500.0,4699.0
26185,1995,80000.0,2100.0,1000.0
26186,2009,171000.0,1400.0,6000.0
26187,2012,164000.0,1500.0,5150.0
26188,2005,370288.0,1500.0,4900.0
26189,2016,180000.0,1500.0,13200.0
26190,1998,219000.0,2300.0,788.0
26191,2004,195000.0,1000.0,2490.0
26192,2005,223000.0,2000.0,4600.0
26193,2016,146000.0,1200.0,4200.0
26194,1991,170000.0,1600.0,650.0
26195,2009,164000.0,1400.0,5600.0
26196,2013,88000.0,2995.0,20700.0
26197,2006,332900.0,2378.0,5099.0
26198,2011,113500.0,1400.0,4850.0
26199,2003,3333.0,1400.0,450.0
26200,2005,227000.0,1400.0,2000.0
26201,2006,180000.0,1400.0,5990.0
26202,2007,166000.0,1600.0,6300.0
26203,2005,222138.0,2461.0,7800.0
26204,2005,230000.0,2000.0,5350.0
26205,2017,102800.0,1500.0,11000.0
26206,2013,189000.0,1800.0,10450.0
26207,2016,185000.0,2000.0,17150.0
26208,2016,149000.0,1500.0,9490.0
26209,2018,134000.0,1500.0,14990.0
26210,2005,220000.0,1600.0,3000.0
26211,2012,178000.0,2200.0,12500.0
26212,2005,276035.0,1400.0,5300.0
26213,2015,171000.0,1600.0,15500.0
26214,2006,315000.0,3500.0,14500.0
26215,2019,80000.0,1396.0,10699.0
26216,2015,142000.0,2143.0,20000.0
26217,2015,249537.0,3342.0,23000.0
26218,2007,245000.0,1394.0,4820.0
26219,2019,21740.0,2199.0,31500.0
26220,2016,185600.0,1500.0,12600.0
26221,2014,104000.0,1996.0,13900.0
26222,2020,9407.0,2500.0,60000.0
26223,2020,9407.0,2499.0,60000.0
26224,2019,9500.0,1400.0,14499.0
26225,2006,185000.0,2000.0,4450.0
26226,2016,100904.0,1995.0,16100.0
26227,2005,210000.0,1400.0,3700.0
26228,2016,184700.0,1500.0,12500.0
26229,2016,154000.0,1995.0,14900.0
26230,2006,265000.0,1993.0,4550.0
26231,2017,158000.0,1500.0,13500.0
26232,1993,23000.0,2000.0,950.0
26233,2007,193600.0,2500.0,7799.0
26234,2010,130282.0,1800.0,7099.0
26235,2013,252890.0,2000.0,14299.0
26236,2010,210210.0,1400.0,6099.0
26237,2005,220422.0,1499.0,5299.0
26238,2013,88000.0,1000.0,4599.0
26239,2016,20580.0,1800.0,4850.0
26240,1995,400000.0,1800.0,2600.0
26241,2012,223500.0,1800.0,10800.0
26242,2012,270000.0,250.0,34000.0
26243,2015,68000.0,1600.0,5800.0
26244,2012,217000.0,2000.0,6100.0
26245,2002,228000.0,1300.0,3200.0
26246,2019,21000.0,2000.0,30000.0
26247,2012,11444.0,2199.0,10000.0
26248,1993,100650.0,1600.0,1200.0
26249,1996,320000.0,2000.0,2600.0
26250,2009,182000.0,1500.0,7900.0
26251,2018,37000.0,3500.0,35000.0
26252,2017,53345.0,1500.0,16999.0
26253,2011,166000.0,1500.0,7200.0
26254,1994,210000.0,3200.0,5800.0
26255,1994,263485.0,1400.0,800.0
26256,2007,113901.0,1100.0,2900.0
26257,1991,250000.0,1600.0,1300.0
26258,2011,145000.0,1300.0,6000.0
26259,2002,440000.0,3000.0,3750.0
26260,2002,350000.0,2500.0,4500.0
26261,2003,250000.0,1400.0,1500.0
26262,2013,180000.0,2000.0,14000.0
26263,2012,250000.0,2200.0,13000.0
26264,2008,174500.0,1400.0,6499.0
26265,2005,200000.0,1400.0,3100.0
26266,2001,300000.0,3200.0,2000.0
26267,2002,300000.0,1400.0,3600.0
26268,2003,215000.0,1600.0,2600.0
26269,2000,279000.0,2700.0,7399.0
26270,2005,250000.0,2500.0,4000.0
26271,2001,200000.0,1900.0,1000.0
26272,2001,301000.0,1600.0,2000.0
26273,2001,240000.0,1200.0,2500.0
26274,2017,127000.0,2494.0,31500.0
26275,2011,180000.0,1300.0,6000.0
26276,2005,200000.0,2000.0,4900.0
26277,2005,235000.0,1300.0,4200.0
26278,1990,20000.0,1900.0,1600.0
26279,1996,357548.0,1600.0,1600.0
26280,2004,300000.0,4996.0,9500.0
26281,2007,237478.0,2000.0,4200.0
26282,2016,108700.0,1500.0,15650.0
26283,2009,125000.0,1600.0,4200.0
26284,1996,360000.0,1993.0,2700.0
26285,2005,160000.0,200.0,2700.0
26286,2009,113357.0,1422.0,4599.0
26287,2013,130000.0,3000.0,15600.0
26288,2008,330000.0,1390.0,2400.0
26289,2011,136703.0,1400.0,9200.0
26290,2004,340000.0,220.0,6700.0
26291,2017,84000.0,1800.0,14500.0
26292,1994,416000.0,1897.0,1050.0
26293,2004,187000.0,1400.0,3300.0
26294,1994,215524.0,2000.0,1100.0
26295,1996,61000.0,1300.0,1000.0
26296,2006,306000.0,1600.0,4000.0
26297,2009,287654.0,3000.0,7100.0
26298,1995,197564.0,200.0,2550.0
26299,2015,130000.0,1461.0,5100.0
26300,2000,184000.0,2496.0,4500.0
26301,2007,225000.0,1800.0,5300.0
26302,2004,305000.0,1600.0,4300.0
26303,2005,133000.0,1149.0,2800.0
26304,2004,209365.0,1100.0,2200.0
26305,2005,275000.0,1900.0,3500.0
26306,2002,245000.0,1800.0,3300.0
26307,2009,178000.0,1500.0,5200.0
26308,2007,150000.0,1398.0,6000.0
26309,1992,340000.0,2000.0,1300.0
26310,2003,280000.0,2200.0,4500.0
26311,2002,270000.0,300.0,5000.0
26312,2008,263000.0,1400.0,5690.0
26313,2007,270000.0,2500.0,9200.0
26314,1986,150000.0,1600.0,2500.0
26315,1995,10000.0,1700.0,2500.0
26316,2000,330000.0,1900.0,2700.0
26317,2005,272000.0,2000.0,7800.0
26318,2009,290099.0,2400.0,15099.0
26319,2016,170000.0,2000.0,18900.0
26320,2012,200000.0,1800.0,7000.0
26321,1995,258800.0,1598.0,900.0
26322,1997,100000.0,1600.0,1200.0
26323,2004,140000.0,2000.0,5500.0
26324,2005,162000.0,2000.0,7000.0
26325,2005,260000.0,1990.0,1500.0
26326,2018,36000.0,2500.0,26900.0
26327,2016,210000.0,1400.0,6799.0
26328,2010,187500.0,1200.0,3500.0
26329,2011,174000.0,1500.0,7700.0
26330,2004,240152.0,1248.0,2200.0
26331,2003,265000.0,1900.0,1500.0
26332,1984,120000.0,1300.0,15000.0
26333,1995,445000.0,2000.0,3500.0
26334,2008,190000.0,1300.0,4500.0
26335,2008,321560.0,1198.0,3750.0
26336,2007,280000.0,1900.0,4300.0
26337,1993,332000.0,1800.0,1500.0
26338,1998,288000.0,2000.0,4000.0
26339,2016,123000.0,2000.0,12900.0
26340,2006,250000.0,1900.0,2550.0
26341,2007,248000.0,1896.0,6500.0
26342,2008,245000.0,1400.0,6999.0
26343,1993,400000.0,2000.0,3900.0
26344,2000,25788.0,234.0,900.0
26345,2004,312000.0,1800.0,2990.0
26346,2013,97176.0,1980.0,11500.0
26347,2011,168080.0,1400.0,6300.0
26348,1996,284000.0,1800.0,1950.0
26349,2018,102700.0,1400.0,13999.0
26350,1995,100000.0,2400.0,3700.0
26351,2004,111111.0,1400.0,2599.0
26352,2007,251663.0,1900.0,6100.0
26353,1996,384000.0,1984.0,40000.0
26354,2006,287000.0,2700.0,2700.0
26355,2006,340000.0,1968.0,7000.0
26356,2013,192426.0,2000.0,16399.0
26357,2006,350000.0,1900.0,6800.0
26358,2007,273000.0,1800.0,8800.0
26359,2008,186000.0,1200.0,3200.0
26360,2003,11111.0,200.0,5500.0
26361,1990,123456.0,1600.0,450.0
26362,2012,180000.0,3000.0,12500.0
26363,2015,60000.0,2000.0,14200.0
26364,2003,217000.0,2700.0,7200.0
26365,2011,159000.0,1364.0,6500.0
26366,1998,219000.0,2800.0,4700.0
26367,2014,130000.0,1789.0,12000.0
26368,2007,180843.0,2500.0,5500.0
26369,2009,170000.0,1388.0,5400.0
26370,2003,163000.0,2700.0,4000.0
26371,2018,25000.0,2000.0,22000.0
26372,2020,25000.0,2000.0,19000.0
26373,2005,165000.0,1900.0,3050.0
26374,2007,221000.0,2500.0,6400.0
26375,2005,175000.0,2000.0,3800.0
26376,2012,183541.0,2200.0,9900.0
26377,2005,270000.0,1796.0,5500.0
26378,1994,260000.0,2000.0,1400.0
26379,2009,2000.0,200.0,7500.0
26380,2009,115000.0,1400.0,5200.0
26381,2003,250000.0,2000.0,3900.0
26382,2004,190000.0,1600.0,3200.0
26383,1998,15000.0,2000.0,3000.0
26384,2005,240000.0,1000.0,850.0
26385,2016,192000.0,1500.0,10700.0
26386,2006,200000.0,1200.0,998.0
26387,1998,100000.0,1900.0,1100.0
26388,1987,5565.0,300.0,500.0
26389,2002,215412.0,220.0,4100.0
26390,2012,240000.0,1500.0,8250.0
26391,2005,310000.0,1598.0,4300.0
26392,1994,111111.0,1600.0,1100.0
26393,1990,300000.0,1920.0,600.0
26394,2011,175000.0,2000.0,12500.0
26395,2006,195000.0,2000.0,7190.0
26396,2004,374509.0,1400.0,5500.0
26397,2005,146774.0,3200.0,3100.0
26398,2010,118250.0,1400.0,3500.0
26399,2013,135561.0,1197.0,5900.0
26400,2013,160000.0,1500.0,6200.0
26401,2006,310000.0,2500.0,7800.0
26402,2016,49500.0,1200.0,11400.0
26403,1988,50000.0,1300.0,1100.0
26404,2013,128000.0,1200.0,6800.0
26405,2006,215000.0,3000.0,9300.0
26406,2002,111111.0,1400.0,2000.0
26407,2009,185000.0,1200.0,4300.0
26408,2003,180000.0,1700.0,2900.0
26409,2009,245000.0,1400.0,6000.0
26410,2001,450000.0,2200.0,4000.0
26411,2008,300000.0,1968.0,8490.0
26412,2017,27200.0,1200.0,9900.0
26413,2012,149500.0,1400.0,8449.0
26414,2016,60789.0,3000.0,43000.0
26415,2019,55890.0,1500.0,12555.0
26416,2011,220356.0,1500.0,5300.0
26417,2018,127000.0,2000.0,23500.0
26418,2000,201895.0,1400.0,2100.0
26419,2013,145000.0,1400.0,9199.0
26420,2002,400000.0,2000.0,2700.0
26421,2006,138823.0,1399.0,2250.0
26422,2006,123456.0,1300.0,1800.0
26423,2005,123456.0,1500.0,1200.0
26424,2004,123456.0,2500.0,3800.0
26425,2003,123456.0,3000.0,4800.0
26426,2020,7200.0,2000.0,27000.0
26427,2006,123456.0,2000.0,3500.0
26428,2003,123456.0,1800.0,1800.0
26429,1999,84646.0,200.0,3800.0
26430,2018,68000.0,1600.0,10400.0
26431,2006,290000.0,1900.0,4000.0
26432,1999,350000.0,2500.0,3400.0
26433,2011,188345.0,1995.0,11500.0
26434,2020,2000.0,1995.0,56800.0
26435,1993,100000.0,2400.0,1500.0
26436,2013,120788.0,2000.0,12499.0
26437,2007,290000.0,1500.0,3500.0
26438,2010,211000.0,1200.0,6000.0
26439,1996,340000.0,1800.0,1950.0
26440,2000,190000.0,1900.0,1750.0
26441,2014,161000.0,1500.0,10600.0
26442,2018,52000.0,1600.0,11500.0
26443,2012,185000.0,1600.0,8500.0
26444,2018,33000.0,1997.0,38000.0
26445,2016,123000.0,1998.0,15300.0
26446,2011,210000.0,1200.0,7500.0
26447,2013,160000.0,3000.0,36999.0
26448,1999,248000.0,1600.0,3200.0
26449,2008,25000.0,2700.0,5000.0
26450,2013,248000.0,2200.0,30000.0
26451,2007,180000.0,2000.0,8500.0
26452,2010,281000.0,1496.0,4500.0
26453,2004,184000.0,1300.0,3000.0
26454,2006,180000.0,1400.0,5490.0
26455,2010,159000.0,1400.0,6999.0
26456,2011,290000.0,3500.0,20700.0
26457,2000,300000.0,1896.0,1400.0
26458,2016,176000.0,1500.0,9800.0
26459,2010,200000.0,2000.0,11800.0
26460,1995,111111.0,1600.0,1550.0
26461,2006,200000.0,2000.0,4500.0
26462,2012,125000.0,1600.0,6800.0
26463,2006,290000.0,3500.0,14500.0
26464,2015,86000.0,2400.0,6600.0
26465,2011,180000.0,1796.0,7499.0
26466,2006,264000.0,2200.0,8700.0
26467,2011,212000.0,1461.0,5999.0
26468,1999,380000.0,2200.0,5700.0
26469,1995,400000.0,2000.0,1000.0
26470,2007,220100.0,1400.0,2100.0
26471,2010,220100.0,1400.0,3100.0
26472,2016,113000.0,1600.0,16850.0
26473,1989,173000.0,1700.0,800.0
26474,2012,107000.0,1500.0,9999.0
26475,2008,350000.0,3000.0,7100.0
26476,2004,291200.0,2497.0,9500.0
26477,2001,220000.0,1997.0,2300.0
26478,2013,113600.0,2143.0,19000.0
26479,2014,98000.0,2996.0,22000.0
26480,2012,140000.0,1600.0,9850.0
26481,2004,221000.0,2700.0,4400.0
26482,2016,87500.0,1968.0,25899.0
26483,2017,79800.0,2000.0,16500.0
26484,2013,160000.0,1500.0,8199.0
26485,2009,179000.0,2000.0,6300.0
26486,2002,310000.0,250.0,4650.0
26487,2012,185255.0,1390.0,11000.0
26488,2017,75000.0,1400.0,16600.0
26489,2011,261000.0,2000.0,9500.0
26490,2017,5000.0,2200.0,22000.0
26491,2001,198520.0,1900.0,750.0
26492,2001,28400.0,2500.0,1250.0
26493,2012,156000.0,1400.0,8399.0
26494,2011,171000.0,1500.0,8999.0
26495,2008,191252.0,1500.0,6980.0
26496,2012,240000.0,1400.0,7800.0
26497,2002,376000.0,200.0,3200.0
26498,2000,232700.0,2171.0,4800.0
26499,2016,150330.0,1999.0,14999.0
26500,2005,208000.0,2000.0,5650.0
26501,2010,110000.0,1400.0,5700.0
26502,2011,137000.0,3000.0,19999.0
26503,2003,311000.0,1870.0,3590.0
26504,2004,285000.0,1500.0,3000.0
26505,2008,180000.0,1400.0,6300.0
26506,2012,137000.0,1400.0,10700.0
26507,2006,22549.0,1400.0,2250.0
26508,1995,320000.0,2000.0,3500.0
26509,1995,30000.0,1998.0,3500.0
26510,2004,440000.0,2200.0,8100.0
26511,2009,222000.0,1300.0,5000.0
26512,2012,163000.0,1461.0,6600.0
26513,2019,70000.0,1998.0,36600.0
26514,2001,299857.0,1300.0,1800.0
26515,1998,333829.0,1900.0,3750.0
26516,2006,320000.0,1800.0,5800.0
26517,1987,280000.0,1600.0,1300.0
26518,2013,178000.0,2000.0,8300.0
26519,2015,240000.0,1995.0,15000.0
26520,2002,280000.0,2000.0,3500.0
26521,2010,242000.0,1400.0,6300.0
26522,2005,223000.0,2000.0,3600.0
26523,1997,285000.0,2400.0,2999.0
26524,2004,300000.0,1400.0,3800.0
26525,2011,262000.0,2200.0,12499.0
26526,2002,230000.0,1900.0,2800.0
26527,2010,250000.0,1900.0,8000.0
26528,2001,470000.0,3200.0,8999.0
26529,2004,173960.0,1450.0,2200.0
26530,2000,298000.0,1800.0,4200.0
26531,2002,200041.0,1600.0,2999.0
26532,1996,220755.0,2000.0,2500.0
26533,2001,28965.0,2000.0,2900.0
26534,2016,158807.0,1699.0,14000.0
26535,2006,240000.0,1400.0,4600.0
26536,2014,120000.0,1800.0,10500.0
26537,2016,104644.0,2000.0,20700.0
26538,2001,300000.0,2000.0,3700.0
26539,2004,313000.0,2500.0,5000.0
26540,2006,262550.0,1900.0,6850.0
26541,2015,193000.0,2000.0,17250.0
26542,2004,250000.0,3000.0,9800.0
26543,2005,274000.0,4000.0,11000.0
26544,1995,270000.0,1995.0,2500.0
26545,2013,185000.0,2200.0,17800.0
26546,2006,210457.0,1300.0,3560.0
26547,2010,171000.0,1400.0,5700.0
26548,1999,23000.0,200.0,4500.0
26549,2008,245000.0,2200.0,10500.0
26550,2006,155000.0,1400.0,5000.0
26551,2004,190000.0,1998.0,6000.0
26552,1998,280000.0,4000.0,4800.0
26553,2009,24000.0,1400.0,3400.0
26554,1996,320000.0,1400.0,900.0
26555,2002,20000.0,1700.0,2500.0
26556,2001,200000.0,1778.0,2200.0
26557,2006,150000.0,3500.0,5000.0
26558,2010,170000.0,1500.0,5500.0
26559,2016,82300.0,1496.0,13800.0
26560,1991,283868.0,1900.0,15000.0
26561,2001,320000.0,3222.0,9300.0
26562,2010,240000.0,1400.0,5850.0
26563,2017,48009.0,2000.0,27750.0
26564,2013,190000.0,1986.0,15000.0
26565,2007,170000.0,2000.0,3700.0
26566,2004,295000.0,1400.0,3300.0
26567,1996,18000.0,1400.0,1550.0
26568,2016,40000.0,3000.0,55900.0
26569,2002,330000.0,1898.0,2500.0
26570,1992,240000.0,1600.0,800.0
26571,2008,215000.0,2000.0,8800.0
26572,2008,135000.0,1500.0,3350.0
26573,2013,110000.0,1800.0,9400.0
26574,2006,230000.0,1900.0,4000.0
26575,2014,200000.0,1600.0,10999.0
26576,2005,310000.0,2200.0,7500.0
26577,2014,181000.0,1999.0,17000.0
26578,2000,350000.0,1850.0,1700.0
26579,2007,174000.0,2000.0,7200.0
26580,1999,298000.0,2000.0,2350.0
26581,1990,222222.0,1300.0,650.0
26582,2012,230000.0,1500.0,6700.0
26583,2011,141000.0,1800.0,9800.0
26584,2002,227205.0,1246.0,3300.0
26585,2009,125000.0,1800.0,6100.0
26586,2001,280000.0,1700.0,2700.0
26587,1984,250000.0,2200.0,1000.0
26588,2019,14500.0,2000.0,21600.0
26589,2019,14500.0,2000.0,21500.0
26590,1994,300000.0,2000.0,900.0
26591,1991,10000.0,1700.0,750.0
26592,2012,148670.0,1400.0,7500.0
26593,2004,7777.0,2000.0,3000.0
26594,2020,77926.0,2500.0,16000.0
26595,2006,290876.0,2000.0,4500.0
26596,2019,37749.0,1600.0,8300.0
26597,2012,165000.0,2000.0,7100.0
26598,2012,47000.0,2000.0,8150.0
26599,2007,135000.0,2700.0,3900.0
26600,1990,270000.0,1800.0,800.0
26601,2005,235000.0,1600.0,5650.0
26602,2007,126500.0,2400.0,5100.0
26603,2006,98000.0,1000.0,2700.0
26604,2008,115000.0,1400.0,2999.0
26605,2017,81000.0,2000.0,22200.0
26606,2010,102000.0,1400.0,4200.0
26607,2014,57000.0,1600.0,4400.0
26608,2015,45000.0,1200.0,3700.0
26609,2010,136000.0,1500.0,2700.0
26610,2011,180000.0,1900.0,6300.0
26611,1995,240000.0,1800.0,1900.0
26612,2012,75000.0,1000.0,2150.0
26613,2009,89250.0,1400.0,2600.0
26614,2004,123000.0,1400.0,1550.0
26615,2006,196000.0,1400.0,1550.0
26616,2012,125000.0,1400.0,3700.0
26617,2007,248000.0,1400.0,3800.0
26618,2016,57000.0,1998.0,28700.0
26619,2006,350000.0,1400.0,1700.0
26620,2001,180000.0,1900.0,1650.0
26621,2006,180000.0,2200.0,2600.0
26622,2011,115000.0,1400.0,9700.0
26623,2011,180000.0,1200.0,4200.0
26624,2013,172800.0,1400.0,8699.0
26625,1998,200000.0,1600.0,2000.0
26626,2018,84000.0,2199.0,26799.0
26627,2016,1900.0,1500.0,10800.0
26628,2012,175000.0,2000.0,7500.0
26629,2007,237000.0,2200.0,9700.0
26630,2009,243000.0,3000.0,8499.0
26631,2007,331000.0,1500.0,3700.0
26632,2016,160000.0,2400.0,20200.0
26633,2002,223000.0,1900.0,3200.0
26634,2012,190000.0,1400.0,8500.0
26635,2013,137000.0,2500.0,15700.0
26636,2015,175689.0,2000.0,12000.0
26637,2008,232000.0,1600.0,3999.0
26638,2010,220000.0,2200.0,7000.0
26639,2013,165509.0,1500.0,6600.0
26640,2008,100000.0,1300.0,1400.0
26641,2006,250333.0,2400.0,5000.0
26642,2011,185000.0,1900.0,6500.0
26643,2006,120000.0,1400.0,3299.0
26644,2009,300000.0,1500.0,330.0
26645,2007,212656.0,3200.0,6750.0
26646,1994,250000.0,1600.0,1000.0
26647,2017,104000.0,2000.0,15800.0
26648,2004,345000.0,1500.0,2400.0
26649,1998,290000.0,2300.0,1900.0
26650,2000,181000.0,1200.0,1900.0
26651,2003,320857.0,2700.0,2999.0
26652,2012,160000.0,1400.0,6500.0
26653,2015,163000.0,1500.0,9300.0
26654,1996,300000.0,1400.0,1500.0
26655,1994,11111.0,2000.0,1500.0
26656,1997,155000.0,1200.0,1000.0
26657,2014,172000.0,1461.0,7899.0
26658,2007,200000.0,2362.0,8500.0
26659,2012,150000.0,1000.0,5200.0
26660,2016,105700.0,1500.0,15700.0
26661,2014,168000.0,1998.0,12900.0
26662,2005,470000.0,1995.0,7700.0
26663,1999,115000.0,1500.0,1200.0
26664,2012,160000.0,2500.0,11500.0
26665,2008,268000.0,1450.0,6350.0
26666,2008,278542.0,1592.0,4700.0
26667,2018,40000.0,1300.0,9000.0
26668,2003,380000.0,1600.0,2700.0
26669,2010,163000.0,1248.0,5600.0
26670,2001,300000.0,1600.0,3000.0
26671,1997,200000.0,2151.0,4000.0
26672,2017,20433.0,2442.0,25000.0
26673,2000,350000.0,3000.0,4800.0
26674,2008,190000.0,1300.0,4800.0
26675,2017,180560.0,1461.0,9700.0
26676,2015,60000.0,1800.0,9200.0
26677,2007,250000.0,1300.0,4800.0
26678,2003,370000.0,2000.0,4500.0
26679,2006,230000.0,1500.0,2900.0
26680,2012,130000.0,2999.0,34999.0
26681,2012,49000.0,2000.0,17000.0
26682,2004,220000.0,3000.0,1250.0
26683,2016,139000.0,1500.0,9000.0
26684,2000,170000.0,1600.0,3100.0
26685,2003,187000.0,1600.0,4300.0
26686,2001,300000.0,2200.0,4200.0
26687,2004,189300.0,3000.0,6400.0
26688,2006,211000.0,3000.0,4900.0
26689,2017,214000.0,2000.0,26499.0
26690,2013,160000.0,2200.0,26999.0
26691,2016,161000.0,3000.0,44999.0
26692,2016,182000.0,1600.0,14999.0
26693,2014,171000.0,2000.0,30999.0
26694,2015,167000.0,2000.0,15500.0
26695,2016,46000.0,2000.0,21499.0
26696,2011,199900.0,2200.0,13900.0
26697,2016,97000.0,3000.0,45999.0
26698,2018,45500.0,2000.0,16499.0
26699,2018,26000.0,1400.0,13500.0
26700,2019,37000.0,2000.0,18900.0
26701,2017,120000.0,2000.0,24800.0
26702,2012,210000.0,2200.0,24499.0
26703,2007,268000.0,1400.0,6299.0
26704,2017,49000.0,2000.0,14999.0
26705,2012,136000.0,2200.0,18499.0
26706,2016,198000.0,2000.0,20999.0
26707,2016,43000.0,2000.0,42500.0
26708,2013,137000.0,2200.0,26999.0
26709,2018,59000.0,2143.0,45000.0
26710,2014,75000.0,1991.0,21000.0
26711,2004,300000.0,2000.0,2100.0
26712,2018,49000.0,2000.0,29900.0
26713,1999,40000.0,2800.0,4300.0
26714,2006,259500.0,1500.0,3750.0
26715,2006,367000.0,1800.0,4399.0
26716,2000,111112.0,2700.0,5999.0
26717,1994,380000.0,1000.0,1200.0
26718,2005,250000.0,2700.0,2900.0
26719,2006,270356.0,2000.0,6500.0
26720,2015,175800.0,2200.0,17500.0
26721,2001,320000.0,1800.0,1200.0
26722,2012,120000.0,2000.0,10000.0
26723,2004,200000.0,2000.0,2400.0
26724,2012,100000.0,2000.0,9500.0
26725,2018,60000.0,3000.0,39900.0
26726,2008,268000.0,1400.0,5499.0
26727,2006,130000.0,1300.0,6000.0
26728,1990,4257.0,1800.0,1250.0
26729,2003,180000.0,3000.0,12000.0
26730,2013,233890.0,1500.0,6300.0
26731,2012,150000.0,2000.0,7500.0
26732,1998,290000.0,2000.0,2000.0
26733,1992,364000.0,1983.0,2700.0
26734,2011,254175.0,400.0,27000.0
26735,1992,111111.0,1300.0,850.0
26736,1992,68000.0,1500.0,650.0
26737,1999,11111.0,1600.0,1500.0
26738,2004,176268.0,1600.0,1500.0
26739,2017,161000.0,1600.0,11999.0
26740,2021,6000.0,2500.0,28000.0
26741,2006,270000.0,2300.0,5000.0
26742,2013,172000.0,1300.0,5450.0
26743,2005,300002.0,1600.0,3850.0
26744,2004,330000.0,3000.0,4000.0
26745,1991,11111.0,1849.0,799.0
26746,2014,160000.0,1500.0,8200.0
26747,2013,145000.0,1400.0,5100.0
26748,2018,37176.0,2500.0,19600.0
26749,2020,55389.0,1600.0,11000.0
26750,2017,79403.0,1800.0,9000.0
26751,2016,49500.0,1500.0,9800.0
26752,2011,262200.0,2000.0,10999.0
26753,2018,70000.0,1500.0,12600.0
26754,2011,172000.0,1400.0,8500.0
26755,2004,249500.0,2500.0,6000.0
26756,2011,224000.0,200.0,9250.0
26757,2002,263000.0,1350.0,1950.0
26758,1991,277500.0,1600.0,1150.0
26759,2008,300000.0,1300.0,5000.0
26760,2006,250000.0,1600.0,2750.0
26761,2005,285000.0,2500.0,7700.0
26762,2008,270150.0,2000.0,6000.0
26763,2001,300000.0,1800.0,2800.0
26764,1995,200000.0,1800.0,1500.0
26765,2019,32000.0,2000.0,45000.0
26766,1995,44250.0,1100.0,900.0
26767,2017,50000.0,2000.0,28900.0
26768,2011,140000.0,1500.0,6699.0
26769,2005,141000.0,2700.0,3000.0
26770,2011,187000.0,1300.0,5600.0
26771,2006,258000.0,1991.0,3300.0
26772,1996,300000.0,1900.0,4100.0
26773,2010,280000.0,1800.0,8900.0
26774,2001,168000.0,1500.0,400.0
26775,2005,250000.0,1400.0,3950.0
26776,2019,77000.0,1500.0,18990.0
26777,2016,51000.0,2000.0,18490.0
26778,2011,200000.0,1400.0,6000.0
26779,2016,165000.0,1700.0,16350.0
26780,1994,395000.0,1997.0,2650.0
26781,2006,290000.0,2998.0,7500.0
26782,2008,125000.0,1200.0,3200.0
26783,2016,147919.0,1999.0,16100.0
26784,2001,395000.0,2200.0,2599.0
26785,2010,145000.0,1789.0,7000.0
26786,2003,200000.0,200.0,2500.0
26787,2008,200000.0,2400.0,7500.0
26788,2014,125000.0,1200.0,7900.0
26789,2003,146000.0,2000.0,3600.0
26790,2006,189000.0,1500.0,2500.0
26791,2008,159000.0,2000.0,2900.0
26792,2008,189000.0,2000.0,4500.0
26793,2017,12000.0,1600.0,9200.0
26794,2001,205700.0,1898.0,1400.0
26795,2013,26000.0,1200.0,3700.0
26796,2014,75000.0,1600.0,7200.0
26797,2014,123000.0,1800.0,7700.0
26798,2007,123000.0,1400.0,1550.0
26799,2014,149000.0,1500.0,10350.0
26800,2016,250001.0,1600.0,14299.0
26801,2010,280000.0,1498.0,4400.0
26802,2006,200000.0,2000.0,2200.0
26803,2010,130000.0,800.0,1500.0
26804,2015,96000.0,1200.0,11950.0
26805,2003,350000.0,1800.0,3800.0
26806,2009,255000.0,2000.0,3000.0
26807,2007,210000.0,2700.0,15950.0
26808,2015,160000.0,1500.0,7800.0
26809,2015,100000.0,1600.0,13600.0
26810,2010,156000.0,1400.0,7100.0
26811,2015,129000.0,1400.0,9650.0
26812,2011,139648.0,1500.0,7200.0
26813,2019,27000.0,999.0,7700.0
26814,1995,400000.0,1800.0,1300.0
26815,2007,252000.0,1600.0,3490.0
26816,2011,111500.0,1400.0,8300.0
26817,2009,106355.0,1800.0,8100.0
26818,2011,320000.0,2200.0,10999.0
26819,2009,170000.0,1400.0,5400.0
26820,2016,128126.0,1999.0,15650.0
26821,2006,121274.0,2000.0,7200.0
26822,2017,160454.0,1999.0,17100.0
26823,2008,28000.0,200.0,4300.0
26824,2016,140624.0,1999.0,15700.0
26825,2008,200001.0,2700.0,13500.0
26826,2016,145000.0,1968.0,14800.0
26827,2016,136000.0,1969.0,13000.0
26828,2013,280000.0,2400.0,13100.0
26829,2019,35898.0,1999.0,26400.0
26830,2016,160283.0,1999.0,14900.0
26831,2018,67680.0,2199.0,1945.0
26832,2020,4156.0,1599.0,14999.0
26833,2016,102100.0,1699.0,13450.0
26834,2016,98672.0,1699.0,14380.0
26835,2016,128117.0,1999.0,16850.0
26836,2016,118824.0,2000.0,11550.0
26837,2020,18681.0,1599.0,50300.0
26838,2010,210000.0,2000.0,8500.0
26839,2011,166000.0,1300.0,5999.0
26840,2018,39000.0,2500.0,17700.0
26841,2013,196000.0,1300.0,5700.0
26842,2002,157000.0,1400.0,4000.0
