,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
9599,50,24,2013,11,189000.0,1800.0,2,1,10550.0,21000.0
9600,12,76,2012,10,190086.0,1200.0,4,0,3199.0,19008.6
9601,12,76,2008,10,240000.0,1500.0,0,0,2899.0,17142.85714285714
9602,45,113,2015,10,165500.0,2000.0,0,1,15299.0,23642.85714285714
9603,36,21,1996,4,262611.0,1400.0,4,0,1999.0,10100.423076923076
9604,12,47,2011,9,208000.0,1500.0,0,0,8499.0,18909.090909090908
9605,9,101,2013,6,183000.0,1800.0,4,0,7499.0,20333.333333333332
9606,45,50,2011,11,190000.0,1200.0,0,0,4850.0,17272.727272727272
9607,53,61,1996,4,350653.0,1600.0,3,0,1698.0,13486.653846153846
9608,50,102,2015,9,163632.0,2600.0,4,1,14999.0,23376.0
9609,37,46,2003,4,279325.0,1400.0,4,1,3899.0,14701.315789473685
9610,32,29,2005,4,200000.0,1700.0,4,1,5299.0,11764.70588235294
9611,34,101,2007,11,431000.0,2400.0,0,1,8999.0,28733.333333333332
9612,12,105,2009,4,160000.0,1400.0,3,0,3199.0,12307.692307692309
9613,12,76,2007,10,215149.0,1500.0,0,0,2799.0,14343.266666666666
9614,45,113,2008,10,247868.0,1800.0,4,0,7499.0,17704.85714285714
9615,34,101,2010,9,113224.0,2500.0,0,1,13000.0,9435.333333333334
9616,50,92,2012,4,95480.0,1800.0,5,1,8799.0,9548.0
9617,12,77,2007,11,356718.0,1500.0,0,0,2899.0,23781.2
9618,50,24,2007,4,270623.0,1400.0,0,0,5599.0,18041.533333333333
9619,41,71,2008,11,210195.0,1500.0,0,0,5199.0,15013.92857142857
9620,3,94,2008,9,23000.0,4200.0,0,1,15000.0,1642.857142857143
9621,45,101,1999,4,265371.0,1598.0,4,0,750.0,11537.869565217392
9622,41,80,1997,4,15087.0,1600.0,4,0,750.0,603.48
9623,3,94,2017,3,62000.0,2000.0,4,1,40900.0,12400.0
9624,41,101,2013,11,90000.0,1200.0,4,1,6200.0,10000.0
9625,4,9,2014,10,125006.0,2000.0,0,1,10000.0,15625.75
9626,3,15,2005,10,162000.0,1800.0,4,1,5450.0,9529.411764705883
9627,12,76,2012,10,189454.0,1200.0,4,0,2999.0,18945.4
9628,53,109,1998,6,198000.0,2000.0,4,0,500.0,8250.0
9629,12,76,2013,11,144212.0,1200.0,3,0,5799.0,16023.555555555555
9630,12,76,2008,10,318252.0,1500.0,0,0,2899.0,22732.285714285714
9631,12,76,2012,10,232252.0,1200.0,3,0,2999.0,23225.2
9632,53,89,2012,10,162000.0,2000.0,4,1,10900.0,16200.0
9633,41,71,2009,11,210121.0,1500.0,0,0,5499.0,16163.153846153846
9634,21,101,2004,6,277139.0,2500.0,0,0,2799.0,15396.611111111111
9635,46,101,2003,2,182555.0,900.0,4,1,1699.0,9608.157894736842
9636,53,119,2005,6,256010.0,2461.0,0,0,6999.0,15059.411764705883
9637,12,76,2018,11,3822.0,1000.0,4,0,6999.0,955.5
9638,9,101,2006,4,160000.0,2200.0,3,1,5600.0,10000.0
9639,12,76,2008,11,173580.0,1400.0,3,0,2499.0,12398.57142857143
9640,53,88,2014,11,189000.0,1600.0,0,0,10900.0,23625.0
9641,41,69,2003,6,266000.0,1461.0,0,0,1700.0,14000.0
9642,24,101,2019,9,4700.0,2200.0,0,1,43900.0,1566.6666666666667
9643,32,104,2016,10,169000.0,3000.0,0,1,52500.0,28166.666666666668
9644,41,114,2016,10,198920.0,1461.0,0,1,7355.0,33153.333333333336
9645,4,101,2018,3,28000.0,1998.0,4,1,21500.0,7000.0
9646,21,106,2015,9,122188.0,1995.0,0,1,17800.0,17455.428571428572
9647,44,101,2006,4,150000.0,1600.0,4,0,3699.0,9375.0
9648,27,101,2011,9,335252.0,3000.0,0,1,16999.0,30477.454545454544
9649,10,101,2008,10,225000.0,2000.0,0,0,4499.0,16071.42857142857
9650,45,100,2016,10,90087.0,1400.0,0,0,7999.0,15014.5
9651,4,9,2004,10,225000.0,2171.0,4,1,6999.0,12500.0
9652,54,130,2007,9,186545.0,2400.0,4,1,7299.0,12436.333333333334
9653,25,86,2016,10,67000.0,1600.0,4,1,11999.0,11166.666666666666
9654,4,9,2019,10,17800.0,2000.0,5,1,35250.0,5933.333333333333
9655,38,101,2012,11,169000.0,1997.0,2,1,11500.0,16900.0
9656,31,101,2012,3,142000.0,2000.0,4,1,11599.0,14200.0
9657,52,101,2005,10,252424.0,1500.0,4,0,799.0,14848.470588235294
9658,12,77,2015,7,105000.0,1500.0,0,0,7000.0,15000.0
9659,21,110,2016,10,65800.0,2000.0,2,1,16500.0,10966.666666666666
9660,4,9,2007,11,245252.0,2000.0,0,0,1500.0,16350.133333333333
9661,12,76,2007,10,220274.0,1400.0,3,0,2599.0,14684.933333333332
9662,53,119,2005,6,225000.0,1900.0,0,0,6999.0,13235.29411764706
9663,21,110,2016,10,67000.0,2000.0,2,1,15000.0,11166.666666666666
9664,32,104,2016,10,82000.0,2987.0,0,1,50000.0,13666.666666666666
9665,34,72,1991,10,35000.0,1500.0,4,1,1200.0,1129.032258064516
9666,21,120,2016,9,113000.0,1600.0,4,1,16750.0,18833.333333333332
9667,41,62,2018,6,119100.0,1500.0,0,1,14750.0,29775.0
9668,31,11,1991,10,350000.0,2200.0,3,0,999.0,11290.322580645161
9669,37,23,2013,11,163700.0,1300.0,0,0,6750.0,18188.88888888889
9670,17,54,2013,10,130000.0,2000.0,4,1,11500.0,14444.444444444445
9671,50,24,2015,11,149891.0,1798.0,2,1,12399.0,21413.0
9672,38,7,2003,11,123123.0,1600.0,4,1,2400.0,6480.1578947368425
9673,41,62,2017,6,98700.0,1500.0,0,0,12700.0,19740.0
9674,54,129,2014,9,185000.0,2400.0,0,1,19500.0,23125.0
9675,3,17,2017,10,82432.0,2000.0,4,1,20500.0,16486.4
9676,53,66,2017,10,150432.0,1400.0,4,1,7850.0,30086.4
9677,41,107,2017,6,128700.0,1500.0,0,1,13850.0,25740.0
9678,37,23,2012,11,215000.0,1300.0,0,0,6950.0,21500.0
9679,32,31,2015,10,175000.0,2000.0,5,1,20200.0,25000.0
9680,41,62,2005,6,230000.0,1500.0,0,0,3500.0,13529.411764705883
9681,37,23,2006,11,270284.0,1600.0,3,0,4300.0,16892.75
9682,28,49,2014,10,120000.0,2500.0,2,1,15000.0,15000.0
9683,36,95,2017,9,185000.0,1500.0,0,0,12950.0,37000.0
9684,41,80,2004,4,225332.0,1400.0,4,0,2350.0,12518.444444444445
9685,25,112,2017,3,20000.0,2000.0,4,1,17950.0,4000.0
9686,36,95,2012,3,107000.0,1500.0,0,0,9999.0,10700.0
9687,50,102,2013,3,82000.0,2000.0,4,1,17350.0,9111.111111111111
9688,39,39,2014,3,136000.0,3000.0,0,1,33550.0,17000.0
9689,41,101,2007,4,88000.0,1200.0,4,0,1800.0,5866.666666666667
9690,36,101,2014,9,73000.0,2500.0,0,1,16500.0,9125.0
9691,32,31,2014,10,185000.0,2200.0,0,1,13800.0,23125.0
9692,17,52,2016,11,140000.0,1499.0,0,1,8850.0,23333.333333333332
9693,50,25,2013,10,190000.0,2500.0,2,1,14500.0,21111.11111111111
9694,17,83,2015,11,195000.0,1500.0,0,0,10400.0,27857.14285714286
9695,53,66,2020,10,16000.0,1400.0,4,1,12700.0,8000.0
9696,41,80,2005,11,80000.0,1500.0,0,0,4000.0,4705.882352941177
9697,17,52,2004,11,216000.0,1600.0,4,0,3000.0,12000.0
9698,32,124,2008,11,187000.0,2200.0,0,0,5000.0,13357.142857142857
9699,37,23,2005,11,256000.0,1590.0,4,0,4000.0,15058.823529411764
9700,32,124,2006,6,277000.0,2200.0,0,0,5300.0,17312.5
9701,50,131,2008,4,187000.0,1400.0,0,0,3200.0,13357.142857142857
9702,54,130,2005,9,145000.0,2400.0,0,0,6000.0,8529.411764705883
9703,3,94,2008,9,280000.0,3000.0,0,1,18300.0,20000.0
9704,38,101,2008,4,208000.0,1600.0,4,1,4900.0,14857.142857142857
9705,27,99,2012,3,200000.0,300.0,0,1,22300.0,20000.0
9706,7,101,2013,10,111000.0,2000.0,4,1,14300.0,12333.333333333334
9707,37,23,1997,6,12345.0,1600.0,4,1,1500.0,493.8
9708,50,44,2005,4,320000.0,1400.0,0,1,4800.0,18823.529411764706
9709,34,101,2016,4,70000.0,1200.0,4,0,6599.0,11666.666666666666
9710,50,44,2006,4,300000.0,1400.0,0,0,5600.0,18750.0
9711,32,31,1995,10,262000.0,2200.0,3,1,2200.0,9703.703703703704
9712,20,20,2015,10,57000.0,2000.0,2,1,14900.0,8142.857142857143
9713,32,48,2013,10,100000.0,2200.0,0,1,11000.0,11111.111111111111
9714,37,23,2003,11,194000.0,1600.0,4,0,3599.0,10210.526315789473
9715,41,80,2004,11,234000.0,1500.0,0,0,3650.0,13000.0
9716,53,116,2010,9,213000.0,3000.0,2,1,14999.0,17750.0
9717,4,12,2005,10,280000.0,3000.0,0,1,9950.0,16470.58823529412
9718,27,101,2012,9,2000.0,3000.0,0,1,14000.0,200.0
9719,41,107,2012,4,223000.0,1500.0,0,1,6200.0,22300.0
9720,17,101,1991,10,20000.0,2000.0,4,0,11500.0,645.1612903225806
9721,34,101,2018,3,39000.0,1500.0,4,1,15200.0,9750.0
9722,41,80,2009,11,187000.0,1500.0,0,0,4500.0,14384.615384615385
9723,12,77,2009,11,180000.0,1400.0,3,0,2900.0,13846.153846153846
9724,17,51,2000,4,53200.0,1300.0,4,0,1800.0,2418.181818181818
9725,36,95,2017,3,163000.0,1500.0,0,0,13300.0,32600.0
9726,21,101,2018,4,168000.0,1580.0,2,1,13333.0,42000.0
9727,34,87,2017,3,18000.0,2200.0,0,1,18500.0,3600.0
9728,53,88,2006,10,275000.0,1900.0,0,0,6200.0,17187.5
9729,53,119,2000,6,288000.0,2500.0,0,0,3999.0,13090.90909090909
9730,41,80,2014,4,161000.0,1500.0,0,0,6300.0,20125.0
9731,45,101,2012,1,155366.0,2000.0,0,0,4500.0,15536.6
9732,32,48,2013,10,251801.0,2200.0,0,1,15000.0,27977.88888888889
9733,16,101,2006,4,200000.0,1200.0,4,1,3050.0,12500.0
9734,50,24,2007,2,200000.0,1400.0,0,0,4750.0,13333.333333333334
9735,23,101,2015,10,165000.0,2000.0,0,1,21000.0,23571.428571428572
9736,53,61,2015,4,148000.0,1400.0,5,1,12290.0,21142.85714285714
9737,11,101,2006,4,115500.0,1400.0,4,0,2100.0,7218.75
9738,50,44,2006,4,219000.0,1400.0,0,0,4400.0,13687.5
9739,17,101,2007,5,250000.0,2000.0,4,0,2700.0,16666.666666666668
9740,45,113,2016,10,150000.0,2000.0,0,1,17900.0,25000.0
9741,37,132,2002,6,350000.0,1600.0,3,0,3500.0,17500.0
9742,2,101,2012,4,150000.0,1500.0,0,0,5600.0,15000.0
9743,49,101,2017,3,51000.0,1400.0,4,1,15500.0,10200.0
9744,21,120,2017,9,45000.0,1685.0,0,1,16800.0,9000.0
9745,3,17,2012,10,140000.0,2000.0,4,1,12500.0,14000.0
9746,37,23,2012,11,225000.0,1300.0,0,0,6749.0,22500.0
9747,41,62,2008,6,235000.0,1500.0,0,0,4150.0,16785.714285714286
9748,53,88,2009,11,280000.0,1400.0,3,0,7000.0,21538.46153846154
9749,24,101,2015,3,155000.0,2200.0,0,1,20999.0,22142.85714285714
9750,28,97,2012,11,128147.0,3456.0,2,1,28900.0,12814.7
9751,53,88,2015,6,189000.0,1400.0,5,1,13999.0,27000.0
9752,37,23,2012,1,254500.0,1956.0,0,1,4999.0,25450.0
9753,17,54,2014,10,135652.0,2000.0,2,1,12399.0,16956.5
9754,27,98,2015,10,200000.0,2000.0,0,1,11000.0,28571.428571428572
9755,32,48,2001,10,330000.0,2200.0,0,1,4650.0,15714.285714285714
9756,37,46,2012,4,171000.0,1300.0,0,0,5300.0,17100.0
9757,16,101,2012,5,170000.0,1300.0,0,0,5299.0,17000.0
9758,41,80,2005,6,12345.0,1500.0,0,0,3399.0,726.1764705882352
9759,32,29,2015,4,150000.0,2000.0,0,0,8500.0,21428.571428571428
9760,50,26,2010,10,320000.0,2200.0,0,0,4800.0,26666.666666666668
9761,45,85,2012,11,168000.0,1200.0,4,0,6200.0,16800.0
9762,41,80,2004,4,225126.0,1400.0,4,0,2400.0,12507.0
9763,37,43,2005,11,222222.0,1400.0,4,0,3500.0,13071.882352941177
9764,41,101,2011,10,123000.0,1149.0,4,0,3200.0,11181.818181818182
9765,32,104,2009,10,140000.0,3500.0,4,1,12800.0,10769.23076923077
9766,41,80,2008,11,245000.0,1465.0,0,0,3700.0,17500.0
9767,3,94,2009,3,12000.0,3000.0,0,1,12000.0,923.0769230769231
9768,9,101,2014,9,98000.0,2200.0,0,1,13200.0,12250.0
9769,25,112,2017,3,75000.0,2000.0,3,1,16999.0,15000.0
9770,50,45,2008,6,200000.0,2000.0,0,0,4500.0,14285.714285714286
9771,36,67,2014,3,156258.0,1500.0,0,0,7999.0,19532.25
9772,21,106,2016,9,157000.0,2200.0,0,1,23900.0,26166.666666666668
9773,42,101,2005,4,187000.0,1400.0,4,0,2300.0,11000.0
9774,12,76,2018,10,200000.0,1500.0,0,0,5500.0,50000.0
9775,45,85,2014,10,1586.0,1600.0,0,0,100000.0,198.25
9776,25,111,2011,3,167000.0,2200.0,0,1,12199.0,15181.818181818182
9777,20,41,2009,10,186800.0,1300.0,2,0,4899.0,14369.23076923077
9778,54,101,2010,10,108000.0,200.0,4,1,11700.0,9000.0
9779,24,101,2006,9,235628.0,3000.0,0,1,5250.0,14726.75
9780,28,49,2018,10,21400.0,2500.0,2,1,28900.0,5350.0
9781,37,43,2008,6,300000.0,1000.0,0,0,3200.0,21428.571428571428
9782,39,101,2016,3,64500.0,3000.0,4,1,32900.0,10750.0
9783,37,132,2010,6,114000.0,1800.0,4,0,7700.0,9500.0
9784,32,48,2009,10,293000.0,3000.0,0,1,7500.0,22538.46153846154
9785,4,12,2009,10,280000.0,2993.0,0,1,17500.0,21538.46153846154
9786,36,101,1996,9,255000.0,2400.0,3,0,5250.0,9807.692307692309
9787,17,54,2016,10,121000.0,2000.0,5,1,12800.0,20166.666666666668
9788,17,101,2017,3,120000.0,2000.0,4,1,14200.0,24000.0
9789,3,93,2014,11,150000.0,2000.0,4,1,16800.0,18750.0
9790,4,9,2000,10,250000.0,2800.0,4,1,3900.0,11363.636363636364
9791,32,48,2011,10,256000.0,1800.0,3,1,11300.0,23272.727272727272
9792,53,88,2008,10,262000.0,1600.0,3,0,6000.0,18714.285714285714
9793,38,101,2002,10,247000.0,2200.0,0,0,2200.0,12350.0
9794,53,61,1987,4,11111.0,1800.0,4,0,8000.0,317.45714285714286
9795,4,9,1992,11,256000.0,2000.0,4,0,3000.0,8533.333333333334
9796,27,99,2012,9,141000.0,3000.0,0,1,20900.0,14100.0
9797,41,71,1995,4,126000.0,2000.0,4,0,600.0,4666.666666666667
9798,17,101,1991,10,200000.0,2400.0,4,1,900.0,6451.612903225807
9799,41,62,2013,6,138500.0,1500.0,0,1,7999.0,15388.888888888889
9800,20,101,2007,4,160000.0,1400.0,4,1,4700.0,10666.666666666666
9801,17,54,2013,10,140000.0,2000.0,5,1,10500.0,15555.555555555555
9802,50,24,2013,4,23000.0,1400.0,0,0,8200.0,2555.5555555555557
9803,17,101,2011,11,196000.0,1600.0,0,0,5400.0,17818.18181818182
9804,53,117,2013,6,183000.0,1600.0,0,1,8250.0,20333.333333333332
9805,17,118,2008,6,280000.0,1800.0,0,0,3400.0,20000.0
9806,41,80,2004,10,200000.0,1500.0,0,0,2750.0,11111.111111111111
9807,53,37,2010,6,370000.0,1600.0,0,0,6150.0,30833.333333333332
9808,17,101,2017,3,118000.0,1500.0,4,1,12300.0,23600.0
9809,50,92,2010,10,210000.0,1800.0,2,1,6800.0,17500.0
9810,17,54,2005,4,213000.0,1400.0,4,0,2950.0,12529.411764705883
9811,21,120,2006,3,116000.0,2000.0,3,0,5699.0,7250.0
9812,41,107,2005,11,280000.0,1500.0,0,0,2599.0,16470.58823529412
9813,41,42,2015,4,139000.0,1200.0,4,0,4890.0,19857.14285714286
9814,44,64,2012,11,149000.0,1200.0,0,0,5600.0,14900.0
9815,53,101,2002,5,192000.0,2500.0,0,0,10900.0,9600.0
9816,32,57,2014,3,258000.0,2200.0,0,0,14500.0,32250.0
9817,21,79,2002,5,280000.0,1600.0,4,0,3200.0,14000.0
9818,4,128,2018,9,10000.0,2993.0,0,1,42990.0,2500.0
9819,53,88,2010,10,158000.0,1984.0,4,1,7599.0,13166.666666666666
9820,37,46,2006,4,231000.0,1300.0,0,1,2550.0,14437.5
9821,34,101,2002,6,416000.0,1900.0,0,0,3100.0,20800.0
9822,4,9,1997,10,30000.0,2500.0,4,0,2500.0,1200.0
9823,20,20,1993,2,390000.0,1997.0,4,1,2000.0,13448.275862068966
9824,12,77,2011,6,180000.0,1500.0,0,0,5700.0,16363.636363636364
9825,33,101,2019,3,15000.0,2000.0,4,1,28200.0,5000.0
9826,53,88,2006,10,11111.0,2000.0,4,0,5250.0,694.4375
9827,50,44,2005,4,243000.0,1400.0,0,1,5799.0,14294.117647058823
9828,41,80,2010,11,129000.0,1461.0,0,1,2000.0,10750.0
9829,32,31,2016,10,90000.0,1800.0,4,1,21900.0,15000.0
9830,30,101,1986,10,70000.0,5000.0,4,1,3600.0,1944.4444444444443
9831,3,101,2014,11,114500.0,1390.0,4,1,13600.0,14312.5
9832,3,15,2018,10,14000.0,1998.0,0,1,21900.0,3500.0
9833,50,74,2005,9,290000.0,3000.0,0,1,14700.0,17058.823529411766
9834,32,48,2011,10,215000.0,2500.0,0,1,13800.0,19545.454545454544
9835,53,88,2016,10,69884.0,1800.0,4,1,19500.0,11647.333333333334
9836,53,61,2005,4,310000.0,1900.0,0,0,5999.0,18235.29411764706
9837,50,26,2009,11,220000.0,2000.0,4,1,8700.0,16923.076923076922
9838,21,101,2019,10,22000.0,1600.0,4,1,17400.0,7333.333333333333
9839,12,77,2015,11,155000.0,1500.0,0,0,5600.0,22142.85714285714
9840,41,69,2002,6,200000.0,1900.0,0,0,1499.0,10000.0
9841,4,9,2007,10,400000.0,2000.0,0,1,7999.0,26666.666666666668
9842,4,9,2007,10,300000.0,2000.0,0,1,7499.0,20000.0
9843,54,130,2007,9,300000.0,2400.0,0,1,10999.0,20000.0
9844,4,9,2005,10,225000.0,2500.0,4,1,7499.0,13235.29411764706
9845,12,76,2008,10,300000.0,1400.0,3,0,799.0,21428.571428571428
9846,4,9,2008,10,343000.0,2000.0,0,1,1799.0,24500.0
9847,36,125,2018,9,3690.0,2488.0,4,1,21900.0,922.5
9848,21,120,2005,9,270300.0,2000.0,0,0,4500.0,15900.0
9849,36,101,2012,9,134000.0,2500.0,0,1,17000.0,13400.0
9850,50,44,2005,10,170000.0,1400.0,0,0,5600.0,10000.0
9851,37,43,2014,5,194000.0,1300.0,0,0,7200.0,24250.0
9852,41,71,2004,11,302000.0,1998.0,4,0,2200.0,16777.777777777777
9853,41,69,2015,6,113000.0,1500.0,0,0,4900.0,16142.857142857143
9854,38,101,2018,9,160000.0,1500.0,0,1,15500.0,40000.0
9855,52,101,1998,10,19960.0,1500.0,4,0,1000.0,831.6666666666666
9856,3,16,2011,2,110000.0,2000.0,4,1,12300.0,10000.0
9857,12,76,2008,11,2600.0,1600.0,3,0,2500.0,185.71428571428572
9858,53,88,1993,11,225789.0,1900.0,0,0,700.0,7785.827586206897
9859,50,26,2001,10,300000.0,2000.0,0,0,3800.0,14285.714285714286
9860,4,9,2018,10,58000.0,1998.0,5,1,40500.0,14500.0
9861,45,101,2007,5,200000.0,1400.0,3,0,4500.0,13333.333333333334
9862,50,44,2009,10,83000.0,1400.0,4,0,7000.0,6384.615384615385
9863,41,107,2004,4,345000.0,1500.0,0,0,2800.0,19166.666666666668
9864,50,44,2014,10,184000.0,1600.0,4,1,11000.0,23000.0
9865,34,59,1995,10,23512.0,1800.0,4,0,600.0,870.8148148148148
9866,49,101,1997,1,450000.0,1600.0,3,0,1650.0,18000.0
9867,12,47,2014,9,112414.0,1500.0,0,0,8550.0,14051.75
9868,45,85,2019,11,35007.0,1998.0,0,1,22900.0,11669.0
9869,32,31,1994,10,180000.0,1800.0,3,0,4500.0,6428.571428571428
9870,50,92,2013,4,146453.0,1800.0,2,1,9999.0,16272.555555555555
9871,4,9,2000,10,477333.0,2000.0,3,0,4333.0,21696.954545454544
9872,41,62,2013,6,180000.0,1500.0,0,0,7800.0,20000.0
9873,37,23,2008,11,209112.0,1248.0,0,0,4200.0,14936.57142857143
9874,4,9,2006,10,320000.0,3000.0,0,1,9500.0,20000.0
9875,3,17,1996,10,234567.0,2598.0,4,1,3400.0,9021.807692307691
9876,50,101,2014,3,185000.0,2700.0,3,1,18900.0,23125.0
9877,20,35,2005,3,278000.0,2000.0,4,0,7900.0,16352.941176470587
9878,53,88,1992,10,230234.0,1900.0,0,0,1750.0,7674.466666666666
9879,41,62,2015,6,173000.0,1500.0,0,1,9200.0,24714.285714285714
9880,37,101,2001,10,321700.0,2200.0,0,0,1500.0,15319.047619047618
9881,50,92,2007,4,222000.0,1500.0,2,1,5499.0,14800.0
9882,4,9,2013,10,172000.0,2000.0,0,1,17799.0,19111.11111111111
9883,27,53,2007,9,238011.0,2200.0,0,1,8350.0,15867.4
9884,44,101,2002,6,67845.0,1900.0,0,0,1750.0,3392.25
9885,50,26,2006,10,220000.0,2000.0,4,0,4750.0,13750.0
9886,41,62,2012,11,168000.0,1500.0,0,1,6699.0,16800.0
9887,45,100,2017,4,39800.0,1422.0,0,0,9590.0,7960.0
9888,31,101,1997,10,358000.0,2497.0,4,1,1150.0,14320.0
9889,4,9,2014,10,147200.0,2000.0,0,1,17999.0,18400.0
9890,11,34,2002,4,214000.0,1200.0,4,0,2100.0,10700.0
9891,34,101,2007,4,138000.0,1332.0,4,1,3500.0,9200.0
9892,3,16,2011,2,139000.0,2000.0,4,1,13350.0,12636.363636363636
9893,28,97,2010,9,212000.0,3500.0,2,1,19250.0,17666.666666666668
9894,27,99,2017,9,65000.0,2993.0,0,1,55000.0,13000.0
9895,16,101,2009,1,295000.0,1600.0,3,0,2400.0,22692.30769230769
9896,28,97,2008,3,239000.0,3311.0,2,1,14700.0,17071.428571428572
9897,41,80,2013,6,216000.0,1500.0,0,0,6500.0,24000.0
9898,25,101,2017,3,10500.0,1600.0,2,1,13300.0,2100.0
9899,21,120,2017,3,145000.0,2000.0,0,1,19300.0,29000.0
9900,21,101,2017,3,45000.0,1600.0,4,1,14450.0,9000.0
9901,49,101,2017,9,37000.0,1600.0,4,1,14650.0,7400.0
9902,8,101,2007,3,80000.0,2200.0,4,1,5000.0,5333.333333333333
9903,11,101,2006,6,290300.0,2200.0,0,0,5000.0,18143.75
9904,41,80,2015,11,194000.0,1500.0,0,0,6600.0,27714.285714285714
9905,49,101,2007,2,120000.0,1300.0,4,0,1900.0,8000.0
9906,50,92,2008,10,203000.0,1500.0,2,1,6500.0,14500.0
9907,32,31,2012,11,222222.0,2200.0,0,1,13999.0,22222.2
9908,50,101,2012,11,150000.0,1800.0,2,1,9450.0,15000.0
9909,28,36,2014,4,169000.0,1793.0,2,1,12500.0,21125.0
9910,4,9,2004,10,410200.0,2500.0,0,1,8000.0,22788.88888888889
9911,32,48,1995,2,329500.0,2000.0,4,0,4900.0,12203.703703703704
9912,32,48,1995,10,274580.0,3200.0,4,0,3250.0,10169.62962962963
9913,50,92,2009,4,203000.0,1800.0,4,1,7100.0,15615.384615384615
9914,37,101,1984,4,180000.0,1600.0,0,0,1150.0,4736.8421052631575
9915,49,101,2008,9,289000.0,2000.0,4,0,4750.0,20642.85714285714
9916,41,80,2013,11,175000.0,1461.0,0,0,6200.0,19444.444444444445
9917,32,48,2003,10,317000.0,2200.0,0,1,7000.0,16684.21052631579
9918,25,101,1995,10,260000.0,1500.0,4,0,470.0,9629.62962962963
9919,45,85,1999,1,360000.0,1900.0,0,0,3700.0,15652.173913043478
9920,17,83,2004,4,220951.0,1800.0,3,0,3500.0,12275.055555555555
9921,13,101,2001,6,279000.0,2000.0,3,0,1400.0,13285.714285714286
9922,41,107,2012,11,152340.0,1461.0,0,0,7750.0,15234.0
9923,41,80,2006,11,250000.0,1500.0,0,0,2850.0,15625.0
9924,21,120,2006,3,149000.0,2000.0,3,0,6150.0,9312.5
9925,45,100,2014,4,145000.0,1600.0,4,0,7900.0,18125.0
9926,17,51,2007,4,166500.0,1400.0,4,1,3600.0,11100.0
9927,17,101,2002,11,120000.0,3200.0,4,1,2000.0,6000.0
9928,3,15,2010,11,215000.0,1998.0,0,0,4900.0,17916.666666666668
9929,50,92,2014,4,80100.0,1798.0,2,1,7900.0,10012.5
9930,54,101,2010,10,270150.0,1995.0,0,0,4800.0,22512.5
9931,50,24,2017,4,59000.0,1798.0,2,1,9900.0,11800.0
9932,34,101,1992,9,199900.0,2477.0,0,1,2000.0,6663.333333333333
9933,53,116,2013,3,284000.0,4134.0,0,1,9800.0,31555.555555555555
9934,25,112,2018,3,57000.0,1685.0,0,0,11400.0,14250.0
9935,53,115,2017,3,175000.0,1968.0,0,0,15900.0,35000.0
9936,4,12,2005,10,242000.0,2993.0,0,1,3700.0,14235.29411764706
9937,50,32,2017,3,58000.0,1798.0,2,1,15900.0,11600.0
9938,54,130,2011,3,217657.0,2400.0,0,1,12900.0,19787.0
9939,50,92,2016,4,54967.0,1798.0,2,1,11500.0,9161.166666666666
9940,12,101,2016,4,75000.0,1461.0,0,0,5200.0,12500.0
9941,4,127,2007,3,209000.0,2993.0,0,1,6700.0,13933.333333333334
9942,25,112,2016,3,107772.0,1995.0,0,1,15500.0,17962.0
9943,53,88,2018,11,93000.0,1968.0,0,1,15600.0,23250.0
9944,3,101,2006,11,247500.0,1968.0,0,0,2400.0,15468.75
9945,32,48,2009,10,246121.0,2143.0,0,1,7100.0,18932.384615384617
9946,4,127,2013,3,236000.0,2993.0,0,1,30000.0,26222.222222222223
9947,25,101,2015,8,103721.0,1582.0,0,0,7000.0,14817.285714285714
9948,4,128,2015,3,105000.0,2993.0,0,1,36500.0,15000.0
9949,12,47,2018,3,29566.0,1461.0,0,0,11200.0,7391.5
9950,53,115,2018,3,95483.0,1968.0,0,0,18900.0,23870.75
9951,21,133,2014,3,115792.0,1685.0,0,0,12200.0,14474.0
9952,50,73,2001,9,171000.0,2982.0,0,0,3300.0,8142.857142857143
9953,50,24,2010,4,75000.0,1798.0,2,1,3000.0,6250.0
9954,4,127,2008,3,331066.0,2993.0,0,1,6900.0,23647.571428571428
9955,21,106,2019,3,41000.0,1995.0,0,0,25800.0,13666.666666666666
9956,17,70,2015,3,111000.0,1997.0,0,0,11500.0,15857.142857142857
9957,20,35,2015,3,79580.0,1597.0,0,0,15200.0,11368.57142857143
9958,50,32,2019,3,45000.0,1798.0,2,1,17400.0,15000.0
9959,36,125,2014,3,123109.0,1598.0,0,0,13800.0,15388.625
9960,53,115,2014,3,133500.0,1968.0,0,0,12200.0,16687.5
9961,53,88,2012,11,249758.0,1598.0,0,0,8900.0,24975.8
9962,37,23,2016,11,196000.0,1598.0,0,0,7200.0,32666.666666666668
9963,53,115,2015,3,188000.0,1968.0,0,0,12500.0,26857.14285714286
9964,36,125,2015,3,141687.0,1598.0,0,0,12700.0,20241.0
9965,36,125,2011,3,258000.0,1995.0,0,0,10500.0,23454.545454545456
9966,36,96,2010,3,195000.0,1995.0,0,0,5000.0,16250.0
9967,53,115,2010,3,198000.0,1968.0,0,0,5500.0,16500.0
9968,53,37,2017,11,159910.0,1968.0,0,0,11000.0,31982.0
9969,37,23,2017,11,101000.0,1598.0,0,0,8100.0,20200.0
9970,53,115,2017,3,180021.0,1968.0,0,0,16000.0,36004.2
